AmB,AuB,BMA,BmB,FrB,HeB,HKB,IsB,JaB,JoB,LnB,LxB,MeB,MoB,MxB,NYB,RiB,SiB,SPB,SyB,Tgt,TkB,TrB,WeB,ZuB,BxB,RJB,SPB,BeB,MwB,SeB,TpB,KLB,BkB,NBR,ViB
,20600206,20200502,20350813,20630614,,20420929,,20510412,20600322,,,20620324,20570102,,20631122,20190808,20640218,20530501,20640101,,20330211,20580520,20580415,,,20600423,20530501,20431005,20450105,20520301,20510102,20441121,20410701,,20570501
,20600416,20200503,20350815,20631003,,20421001,,20510501,20600416,,,20620327,20570420,,20631225,20190809,20640219,20530605,20640128,,20330321,20580701,20580425,,,20600617,20530605,20431006,20450106,20520410,20510210,20441226,20410715,,20570531
,20600419,20200509,20350905,20631224,,20421022,,20510511,20600419,,,20620425,20570521,,20640101,20190812,20640328,20530709,20640404,,20330429,20580805,20580603,,,20600907,20530709,20431007,20450223,20520501,20510213,20450102,20410812,,20570611
,20600426,20200510,20351002,20631225,,20421225,,20510526,20600427,,,20620612,20570625,,20640121,20190816,20640404,20531120,20640407,,20330503,20580902,20581028,,,20601012,20531120,20440101,20450308,20520506,20510214,20450131,20411023,,20570621
,20600607,20200516,20351011,20631226,,20421226,,20510609,20600616,,,20621107,20570702,,20640218,20190823,20640501,20531225,20640425,,20330504,20581014,20581225,,,20601102,20531225,20440129,20450501,20520507,20510215,20450201,20411205,,20570815
,20601025,20200517,20351030,20631231,,20430101,,20510612,20600809,,,20621225,20570903,,20640526,20190830,20640530,20531231,20640609,,20330505,20581111,20581226,,,20601115,20531231,20440201,20450502,20520606,20510227,20450202,20411210,,20571026
,20601227,20200523,20351101,20640101,,20430210,,20510613,20600924,,,20621226,20571008,,20640704,20190906,20641225,20540101,20640804,,20330718,20581225,20590101,,,20601231,20540101,20440202,20450508,20520815,20510228,20450217,20411231,,20571101
,20601228,20200524,20351115,20640404,,20430211,,20510817,20601216,,,20630101,20571112,,20640901,20190913,,20540209,20641006,,20330811,20581226,20590102,,,20610120,20540209,20440203,20450509,20520906,20510404,20450501,20420101,,20571224
,20610103,20200525,20351225,20640407,,20430212,,20510907,20601227,,,20630126,20571225,,20641013,20190920,,20540210,20641225,,20330919,20590101,20590120,,,20610221,20540210,20440204,20450612,20520909,20510405,20450502,20420306,,20571225
,20610104,20200530,20360208,20640501,,20430327,,20511116,20610321,,,20630312,20571226,,20641111,20190923,,20540327,20641226,,20330923,20590217,20590206,,,20610222,20540327,20440404,20451106,20521003,20510501,20450801,20420407,,20571226
,20610131,20200531,20360219,20640515,,20430330,,20511225,20610408,,,20630413,20580101,,20641127,20190927,,20540421,,,20331010,20590328,20590328,,,20610408,20540421,20440502,20460101,20521009,20510612,20450814,20420414,,20580101
,20610207,20200606,20360225,20640526,,20430406,,20520101,20610411,,,20630416,20580102,,20641225,20191004,,20540501,,,20331103,20590519,20590331,,,20610421,20540501,20440530,20460102,20521218,20510613,20450815,20420415,,20580415
,20610408,20200607,20360312,20640605,,20430501,,20520201,20610427,,,20630425,20580412,,,20191011,,20540528,,,20331123,20590701,20590425,,,20610609,20540528,20440531,20460103,20521225,20510918,20450831,20420501,,20580501
,20610411,20200613,20360328,20641003,,20430611,,20520329,20610502,,,20630611,20580520,,,20191018,,20540709,,,20331223,20590804,20590602,,,20610907,20540709,20441003,20460104,20530101,20510919,20451108,20420505,,20580523
,20610425,20200614,20360401,20641224,,20430701,,20520401,20610616,,,20631106,20580624,,,20191025,,20540907,,,20340102,20590901,20591027,,,20611012,20540907,20441004,20460105,20530218,20511009,20451110,20420603,,20580603
,20610606,20200620,20360408,20641225,,20430918,,20520419,20610809,,,20631225,20580701,,,20191101,,20541012,,,20340103,20591013,20591225,,,20611102,20541012,20441005,20460108,20530219,20511010,20451225,20420701,,20580613
,20611024,20200621,20360411,20641226,,20431001,,20520501,20611216,,,20631226,20580902,,,20191108,,20541102,,,20340109,20591111,20591226,,,20611115,20541102,20441006,20460223,20530220,20520101,20460101,20420801,,20580815
,20611226,20200627,20360414,20641231,,20431012,,20520514,20611226,,,20640101,20581014,,,20191115,,20541120,,,20340320,20591225,20600101,,,20611230,20541120,20441007,20460308,20530501,20520131,20460122,20420812,,20581101
,20611227,20200628,20360501,,,20431225,,20520529,20620102,,,20640128,20581111,,,20191122,,20541225,,,20340503,20591226,20600102,,,20620120,20541225,20450102,20460309,20530505,20520201,20460201,20421023,,20581224
,20620102,20200703,20360509,,,20440101,,20520530,20620321,,,20640310,20581225,,,20191129,,20541231,,,20340504,20600101,20600119,,,20620206,20541231,20450216,20460430,20530606,20520202,20460206,20421205,,20581225
,20620103,20200704,20360812,,,20440201,,20520531,20620324,,,20640404,20581226,,,20191206,,20550101,,,20340505,20600216,20600206,,,20620207,20550101,20450217,20460501,20530815,20520205,20460207,20421210,,20581226
,20620130,20200705,20360815,,,20440202,,20520805,20620327,,,20640407,20590101,,,20191213,,20550125,,,20340717,20600416,20600416,,,20620324,20550125,20450220,20460509,20530925,20520228,20460501,20421231,,20590101
,20620206,20200711,20360929,,,20440404,,20520826,20620427,,,20640425,20590102,,,20191220,,20550301,,,20340811,20600524,20600419,,,20620421,20550301,20450221,20460611,20530926,20520404,20460521,20430101,,20590106
,20620324,20200712,20361002,,,20440415,,20521104,20620501,,,20640609,20590328,,,20191227,,20550302,,,20340918,20600701,20600426,,,20620501,20550302,20450222,20460612,20531003,20520405,20460806,20430102,,20590331
,20620327,20200718,20361020,,,20440418,,20521225,20620616,,,20641104,20590519,,,20200103,,20550416,,,20341009,20600802,20600607,,,20620525,20550416,20450403,20461105,20531009,20520501,20460831,20430224,,20590501
,20620425,20200719,20361103,,,20440502,,20530101,20620809,,,20641225,20590624,,,20200110,,20550421,,,20341103,20600906,20601025,,,20620907,20550421,20450404,20470101,20531225,20520531,20460917,20430406,,20590508
,20620605,20200725,20361120,,,20440505,,20530219,20620925,,,20641226,20590701,,,20200117,,20550617,,,20341123,20601011,20601227,,,20621012,20550617,20450501,20470102,20540101,20520906,20461010,20430413,,20590519
,20621023,20200726,20361225,,,20440531,,20530318,20621225,,,,20590901,,,20200124,,20550709,,,20350101,20601111,20601228,,,20621102,20550709,20450619,20470103,20540209,20521010,20461029,20430414,,20590529
,20621225,20200801,20370126,,,20440701,,20530320,20621226,,,,20591013,,,20200131,,20550907,,,20350102,20601227,20610103,,,20621115,20550907,20450925,20470104,20540210,20521011,20461031,20430415,,20590815
,20621226,20200802,20370127,,,20441006,,20530404,20630101,,,,20591111,,,20200207,,20551012,,,20350103,20601228,20610104,,,20621120,20551012,20451002,20470107,20540501,20530101,20461225,20430501,,20591208
,20630101,20200808,20370213,,,20441226,,20530501,20630321,,,,20591225,,,20200214,,20551102,,,20350108,20610103,20610124,,,20621225,20551102,20451003,20470108,20540505,20530217,20470101,20430505,,20591224
,20630102,20200809,20370219,,,20441227,,20530515,20630413,,,,20591226,,,20200221,,20551115,,,20350212,20610221,20610207,,,20621229,20551115,20451004,20470308,20540515,20530218,20470109,20430525,,20591225
,20630129,20200815,20370226,,,20450102,,20530519,20630416,,,,20600101,,,20200228,,20551231,,,20350321,20610408,20610408,,,20630101,20551231,20451005,20470501,20540603,20530219,20470128,20430701,,20591226
,20630206,20200816,20370302,,,20450217,,20530520,20630427,,,,20600102,,,20200306,,20560125,,,20350430,20610523,20610411,,,20630226,20560125,20451006,20470502,20540915,20530220,20470201,20430721,,20600101
,20630413,20200822,20370317,,,20450220,,20530521,20630501,,,,20600416,,,20200313,,20560214,,,20350503,20610701,20610425,,,20630227,20560214,20460101,20470503,20540916,20530221,20470501,20430812,,20600106
,20630416,20200823,20370325,,,20450404,,20530522,20630809,,,,20600524,,,20200320,,20560215,,,20350504,20610801,20610606,,,20630413,20560215,20460205,20470509,20540917,20530228,20470509,20431023,,20600419
,20630425,20200829,20370401,,,20450407,,20530815,20630924,,,,20600624,,,20200327,,20560331,,,20350716,20610905,20611024,,,20630423,20560331,20460206,20470510,20541009,20530403,20470711,20431207,,20600527
,20630604,20200830,20370403,,,20450410,,20531024,20631217,,,,20600701,,,20200403,,20560421,,,20350917,20611010,20611226,,,20630501,20560421,20460207,20470612,20541225,20530404,20470724,20431210,,20600607
,20631022,20200905,20370414,,,20450501,,20531225,20631225,,,,20600906,,,20200410,,20560501,,,20350924,20611111,20611227,,,20630614,20560501,20460208,20471104,20550101,20530501,20470725,20431231,,20600617
,20631225,20200906,20370429,,,20450524,,20540101,20631226,,,,20601011,,,20200417,,20560601,,,20351008,20611226,20620102,,,20630907,20560601,20460209,20480101,20550127,20530502,20470916,20440101,,20601026
,20631226,20200907,20370501,,,20450619,,20540327,20640101,,,,20601111,,,20200424,,20560907,,,20351123,20611227,20620103,,,20631012,20560907,20460404,20480102,20550128,20530620,20470930,20440215,,20601101
,20640101,20200912,20370812,,,20450926,,20540408,20640321,,,,20601227,,,20200501,,20561012,,,20351224,20620102,20620123,,,20631102,20561012,20460430,20480103,20550129,20530926,20471018,20440406,,20601208
,20640102,20200913,20371002,,,20451002,,20540501,20640404,,,,20601228,,,20200508,,20561102,,,20351231,20620220,20620206,,,20631115,20561102,20460501,20480106,20550301,20531010,20471021,20440413,,20601224
,20640128,20200919,20371109,,,20451018,,20540507,20640407,,,,20610103,,,20200515,,20561115,,,20360101,20620324,20620324,,,20631120,20561115,20460608,20480107,20550504,20540101,20471225,20440414,,20610106
,20640206,20200920,20371225,,,20451225,,20540508,20640428,,,,20610104,,,20200521,,20561120,,,20360102,20620522,20620327,,,20631225,20561120,20460917,20480108,20550505,20540102,20471230,20440415,,20610411
,20640404,20200926,20380126,,,20451226,,20540511,20640501,,,,20610408,,,20200522,,20561225,,,20360103,20620703,20620425,,,20631231,20561225,20461001,20480309,20551004,20540205,20480101,20440502,,20610519
,20640407,20200927,20380215,,,20460101,,20540512,20640616,,,,20610523,,,20200525,,20561229,,,20360114,20620807,20620605,,,20640101,20561229,20461002,20480501,20551005,20540206,20480130,20440505,,20610530
,20640425,20201003,20380219,,,20460206,,20540521,20640924,,,,20610624,,,20200529,,20570101,,,20360211,20620904,20621023,,,20640218,20570101,20461003,20480504,20551006,20540209,20480214,20440511,,20610609
,20640602,20201004,20380304,,,20460207,,20540716,20641216,,,,20610701,,,20200605,,20570125,,,20360320,20621009,20621225,,,20640219,20570125,20461004,20480505,20560214,20540210,20480501,20440701,,20610815
,20641027,20201010,20380401,,,20460208,,20540805,20641225,,,,20610905,,,20200612,,20570305,,,20360429,20621113,20621226,,,20640404,20570305,20461005,20480506,20560215,20540227,20480527,20440711,,20611026
,20641225,20201011,20380405,,,20460323,,20540817,20641226,,,,20611010,,,20200619,,20570306,,,20360505,20621225,20630101,,,20640421,20570306,20461231,20480511,20560216,20540402,20480629,20440812,,20611101
,20641226,20201012,20380413,,,20460326,,20541014,,,,,20611111,,,20200626,,20570420,,,20360506,20621226,20630102,,,20640423,20570420,20470101,20480612,20560301,20540403,20480713,20441024,,20611208
,,20201017,20380414,,,20460404,,20541225,,,,,20611226,,,20200703,,20570501,,,20360721,20630101,20630122,,,20640501,20570501,20470125,20481104,20560412,20540501,20480714,20441205,,20611226
,,20201018,20380423,,,20460501,,20550101,,,,,20611227,,,20200710,,20570621,,,20360811,20630219,20630206,,,20640605,20570621,20470128,20490101,20560501,20540610,20480831,20441212,,20620106
,,20201024,20380518,,,20460514,,20550128,,,,,20620102,,,20200717,,20570709,,,20360915,20630413,20630413,,,20641120,20570709,20470129,20490104,20560505,20540916,20480916,20450102,,20620327
,,20201025,20380812,,,20460608,,20550224,,,,,20620103,,,20200724,,20570907,,,20360922,20630521,20630416,,,20641225,20570907,20470130,20490105,20560522,20541009,20481009,20450302,,20620501
,,20201031,20380902,,,20460702,,20550329,,,,,20620324,,,20200730,,20571012,,,20361013,20630702,20630425,,,20641231,20571012,20470131,20490106,20560606,20550101,20481105,20450406,,20620504
,,20201101,20381007,,,20460917,,20550416,,,,,20620522,,,20200731,,20571102,,,20361103,20630806,20630604,,,,20571102,20470405,20490107,20560815,20550127,20481218,20450413,,20620515
,,20201107,20381027,,,20461001,,20550427,,,,,20620623,,,20200803,,20571115,,,20361124,20630903,20631022,,,,20571115,20470501,20490108,20560925,20550128,20481225,20450414,,20620525
,,20201108,20381029,,,20461008,,20550428,,,,,20620703,,,20200807,,20571120,,,20361223,20631008,20631225,,,,20571120,20470529,20490222,20560926,20550129,20490101,20450501,,20620815
,,20201111,20381111,,,20461225,,20550429,,,,,20620904,,,20200814,,20571225,,,20361231,20631112,20631226,,,,20571225,20471001,20490223,20561003,20550201,20490119,20450505,,20621026
,,20201114,20390106,,,20461226,,20550430,,,,,20621009,,,20200821,,20571231,,,20370101,20631225,20640101,,,,20571231,20471002,20490308,20561009,20550301,20490201,20450530,,20621101
,,20201115,20390126,,,20470101,,20550511,,,,,20621113,,,20200828,,20580101,,,20370102,20631226,20640102,,,,20580101,20471003,20490503,20561225,20550405,20490202,20450728,,20621208
,,20201121,20390204,,,20470128,,20550527,,,,,20621225,,,20200904,,20580125,,,20370112,20640101,20640121,,,,20580125,20471004,20490504,20570101,20550406,20490203,20450814,,20621225
,,20201122,20390221,,,20470129,,20550705,,,,,20621226,,,20200911,,20580225,,,20370211,20640218,20640206,,,,20580225,20471007,20490510,20570205,20550430,20490517,20451023,,20621226
,,20201126,20390311,,,20470405,,20550726,,,,,20630101,,,20200918,,20580226,,,20370320,20640404,20640404,,,,20580226,20471008,20490614,20570206,20550531,20490618,20451205,,20630101
,,20201128,20390325,,,20470412,,20550817,,,,,20630102,,,20200923,,20580412,,,20370429,20640519,20640407,,,,20580412,20480101,20491104,20570301,20551004,20490702,20451211,,20630416
,,20201129,20390401,,,20470415,,20551224,,,,,20630413,,,20200925,,20580501,,,20370504,20640701,20640425,,,,20580501,20480213,20491105,20570501,20551005,20490831,20460101,,20630501
,,20201205,20390407,,,20470501,,20560215,,,,,20630521,,,20201002,,20580613,,,20370505,20640804,20640602,,,,20580613,20480214,20500103,20570507,20551011,20490908,20460102,,20630524
,,20201206,20390408,,,20470502,,20560317,,,,,20630625,,,20201009,,20580709,,,20370506,20640901,20641027,,,,20580709,20480217,20500104,20570511,20551231,20490916,20460220,,20630604
,,20201212,20390414,,,20470529,,20560331,,,,,20630702,,,20201016,,20581115,,,20370720,20641013,20641225,,,,20581115,20480218,20500105,20570606,20560214,20490928,20460406,,20630614
,,20201213,20390812,,,20470701,,20560417,,,,,20630903,,,20201023,,20581120,,,20370811,20641111,20641226,,,,20581120,20480219,20500106,20570815,20560215,20491025,20460413,,20630815
,,20201219,20390815,,,20471001,,20560418,,,,,20631008,,,20201030,,20581225,,,20370921,20641225,,,,,20581225,20480406,20500107,20570912,20560216,20491208,20460416,,20631026
,,20201220,20390823,,,20471028,,20560419,,,,,20631112,,,20201106,,20581231,,,20370922,20641226,,,,,20581231,20480501,20500223,20570913,20560217,20500124,20460501,,20631101
,,20201225,20391020,,,20471225,,20560501,,,,,20631225,,,20201113,,20590101,,,20370923,,,,,,20590101,20480615,20500307,20570914,20560218,20500125,20460507,,20631224
,,20201226,20391026,,,20471226,,20560511,,,,,20631226,,,20201120,,20590210,,,20371012,,,,,,20590210,20480921,20500308,20571003,20560228,20500201,20460521,,20631225
,,20201227,20391115,,,20480101,,20560529,,,,,20640101,,,20201127,,20590211,,,20371103,,,,,,20590211,20480922,20500502,20571009,20560403,20500207,20460717,,20631226
,,20210101,20391117,,,20480214,,20560714,,,,,20640102,,,20201204,,20590328,,,20371123,,,,,,20590328,20481001,20500503,20571219,20560404,20500502,20460813,,20640101
,,20210102,20391130,,,20480217,,20560817,,,,,20640404,,,20201211,,20590421,,,20371223,,,,,,20590421,20481002,20500509,20571225,20560501,20500505,20461023,,20640407
,,20210103,20391226,,,20480403,,20560922,,,,,20640519,,,20201218,,20590501,,,20371231,,,,,,20590501,20481005,20500613,20580101,20560616,20500607,20461205,,20640501
,,20210109,20400125,,,20480406,,20561225,,,,,20640624,,,20201225,,20590529,,,20380101,,,,,,20590529,20481006,20501104,20580123,20560925,20500621,20461210,,20640515
,,20210110,20400126,,,20480501,,20570101,,,,,20640701,,,20210101,,20590709,,,20380111,,,,,,20590709,20481007,20510102,20580124,20561009,20500622,20461231,,20640526
,,20210116,20400326,,,20480520,,20570202,,,,,20640901,,,20210108,,20591120,,,20380211,,,,,,20591120,20490101,20510103,20580125,20561010,20500829,20470101,,20640605
,,20210117,20400329,,,20480615,,20570404,,,,,20641013,,,20210115,,20591225,,,20380429,,,,,,20591225,20490201,20510104,20580301,20570101,20500831,20470211,,20640815
,,20210118,20400330,,,20480701,,20570405,,,,,20641111,,,20210122,,20591231,,,20380503,,,,,,20591231,20490202,20510105,20580430,20570201,20500916,20470408,,20641208
,,20210123,20400402,,,20480923,,20570406,,,,,20641225,,,20210129,,20600101,,,20380504,,,,,,20600101,20490203,20510106,20580501,20570202,20500919,20470415,,20641224
,,20210124,20400412,,,20481001,,20570420,,,,,20641226,,,20210205,,20600301,,,20380505,,,,,,20600301,20490204,20510223,20580506,20570205,20501114,20470416,,20641225
,,20210130,20400420,,,20481016,,20570501,,,,,,,,20210212,,20600302,,,20380719,,,,,,20600302,20490205,20510308,20580605,20570206,20501128,20470501,,20641226
,,20210131,20400425,,,20481225,,20570531,,,,,,,,20210219,,20600416,,,20380811,,,,,,20600416,20490405,20510501,20580606,20570228,20501226,20470506,,
,,20210206,20400501,,,20490101,,20570613,,,,,,,,20210226,,20600421,,,20380920,,,,,,20600421,20490503,20510502,20580815,20570403,20510102,20470508,,
,,20210207,20400815,,,20490202,,20570703,,,,,,,,20210305,,20600617,,,20380923,,,,,,20600617,20490604,20510508,20581001,20570404,20510127,20470701,,
,,20210213,20400910,,,20490203,,20570817,,,,,,,,20210312,,20600709,,,20381011,,,,,,20600709,20490913,20510509,20581002,20570430,20510201,20470708,,
,,20210214,20401002,,,20490204,,20570911,,,,,,,,20210319,,20600907,,,20381103,,,,,,20600907,20491001,20510612,20581003,20570501,20510213,20470812,,
,,20210215,20401008,,,20490405,,20571224,,,,,,,,20210326,,20601012,,,20381123,,,,,,20601012,20491004,20511106,20581004,20570606,20510501,20471023,,
,,20210220,20401015,,,20490416,,20571225,,,,,,,,20210402,,20601102,,,20381223,,,,,,20601102,20491005,20520101,20581009,20570913,20510524,20471205,,
,,20210221,20401105,,,20490419,,20580101,,,,,,,,20210409,,20601115,,,20381231,,,,,,20601115,20491006,20520102,20581225,20570914,20510529,20471210,,
,,20210227,20401225,,,20490510,,20580122,,,,,,,,20210416,,20601231,,,20390103,,,,,,20601231,20491007,20520103,20590101,20571010,20510612,20471231,,
,,20210228,20410114,,,20490604,,20580124,,,,,,,,20210423,,20610125,,,20390110,,,,,,20610125,20500103,20520104,20590211,20571231,20510817,20480101,,
,,20210306,20410219,,,20490701,,20580325,,,,,,,,20210430,,20610221,,,20390211,,,,,,20610221,20500124,20520105,20590212,20580101,20510831,20480228,,
,,20210307,20410301,,,20490913,,20580326,,,,,,,,20210507,,20610222,,,20390321,,,,,,20610222,20500125,20520108,20590213,20580123,20510907,20480406,,
,,20210313,20410315,,,20491001,,20580327,,,,,,,,20210512,,20610408,,,20390429,,,,,,20610408,20500126,20520223,20590501,20580124,20511102,20480413,,
,,20210314,20410318,,,20491005,,20580328,,,,,,,,20210513,,20610421,,,20390503,,,,,,20610421,20500127,20520308,20590505,20580125,20511116,20480414,,
,,20210320,20410401,,,20491227,,20580412,,,,,,,,20210514,,20610609,,,20390504,,,,,,20610609,20500128,20520501,20590519,20580128,20511225,20480415,,
,,20210321,20410402,,,20500124,,20580424,,,,,,,,20210521,,20610907,,,20390505,,,,,,20610907,20500404,20520508,20590606,20580228,20520101,20480501,,
,,20210327,20410409,,,20500125,,20580501,,,,,,,,20210528,,20611012,,,20390718,,,,,,20611012,20500502,20520509,20590815,20580301,20520201,20480505,,
,,20210328,20410419,,,20500126,,20580508,,,,,,,,20210604,,20611102,,,20390811,,,,,,20611102,20500623,20520510,20590922,20580404,20520202,20480527,,
,,20210403,20410501,,,20500404,,20580523,,,,,,,,20210611,,20611115,,,20390919,,,,,,20611115,20500624,20520612,20590923,20580405,20520213,20480701,,
,,20210404,20410516,,,20500408,,20581225,,,,,,,,20210618,,20611230,,,20390923,,,,,,20611230,20500930,20521104,20591003,20580501,20520501,20480727,,
,,20210410,20410815,,,20500411,,20590101,,,,,,,,20210625,,20620125,,,20391010,,,,,,20620125,20501003,20530101,20591009,20580624,20520513,20480812,,
,,20210411,20410830,,,20500502,,20590212,,,,,,,,20210702,,20620206,,,20391103,,,,,,20620206,20501004,20530102,20591225,20580625,20520516,20481023,,
,,20210417,20410927,,,20500623,,20590314,,,,,,,,20210709,,20620207,,,20391123,,,,,,20620207,20501005,20530103,20600101,20581002,20520530,20481207,,
,,20210418,20411002,,,20500701,,20590317,,,,,,,,20210716,,20620324,,,20391223,,,,,,20620324,20501006,20530106,20600202,20581010,20520531,20481210,,
,,20210424,20411024,,,20501024,,20590318,,,,,,,,20210719,,20620421,,,20400102,,,,,,20620421,20501007,20530107,20600203,20581011,20520805,20481231,,
,,20210425,20411108,,,20501226,,20590328,,,,,,,,20210720,,20620501,,,20400103,,,,,,20620501,20510102,20530108,20600204,20590101,20520826,20490101,,
,,20210501,20411205,,,20501227,,20590414,,,,,,,,20210721,,20620525,,,20400109,,,,,,20620525,20510210,20530310,20600301,20590210,20520916,20490217,,
,,20210502,20411225,,,20510102,,20590501,,,,,,,,20210723,,20620907,,,20400320,,,,,,20620907,20510213,20530501,20600414,20590211,20521021,20490406,,
,,20210508,20420103,,,20510213,,20590508,,,,,,,,20210730,,20621012,,,20400430,,,,,,20621012,20510214,20530502,20600505,20590212,20521104,20490413,,
,,20210509,20420218,,,20510214,,20590522,,,,,,,,20210806,,20621102,,,20400503,,,,,,20621102,20510215,20530509,20600507,20590213,20521225,20490414,,
,,20210515,20420219,,,20510331,,20590527,,,,,,,,20210813,,20621115,,,20400504,,,,,,20621115,20510216,20530612,20600908,20590214,20530101,20490415,,
,,20210516,20420305,,,20510403,,20590612,,,,,,,,20210820,,20621120,,,20400716,,,,,,20621120,20510405,20530613,20600909,20590228,20530203,20490503,,
,,20210522,20420307,,,20510405,,20590821,,,,,,,,20210827,,20621225,,,20400917,,,,,,20621225,20510501,20531103,20600910,20590403,20530219,20490505,,
,,20210523,20420401,,,20510501,,20591225,,,,,,,,20210903,,20621229,,,20401008,,,,,,20621229,20510612,20531104,20610121,20590404,20530220,20490517,,
,,20210529,20420403,,,20510517,,20600101,,,,,,,,20210910,,20630101,,,20401123,,,,,,20630101,20510613,20540101,20610124,20590501,20530501,20490701,,
,,20210530,20420404,,,20510613,,20600202,,,,,,,,20210917,,20630125,,,20401224,,,,,,20630125,20510918,20540102,20610301,20590502,20530506,20490714,,
,,20210531,20420414,,,20510920,,20600303,,,,,,,,20210923,,20630226,,,20401231,,,,,,20630226,20510919,20540105,20610505,20590613,20530519,20490812,,
,,20210605,20420501,,,20511002,,20600304,,,,,,,,20210924,,20630227,,,20410101,,,,,,20630227,20511002,20540106,20610526,20590922,20530520,20491025,,
,,20210606,20420505,,,20511013,,20600305,,,,,,,,20211001,,20630413,,,20410102,,,,,,20630413,20511003,20540107,20610606,20591010,20530815,20491206,,
,,20210612,20420811,,,20511225,,20600401,,,,,,,,20211008,,20630501,,,20410103,,,,,,20630501,20511004,20540108,20610815,20600101,20530901,20491210,,
,,20210613,20420815,,,20511226,,20600416,,,,,,,,20211015,,20630614,,,20410114,,,,,,20630614,20511005,20540109,20610927,20600102,20530916,20491231,,
,,20210619,20420916,,,20520101,,20600510,,,,,,,,20211022,,20630709,,,20410211,,,,,,20630709,20511006,20540223,20610928,20600130,20531024,20500103,,
,,20210620,20420918,,,20520201,,20600511,,,,,,,,20211029,,20630907,,,20410320,,,,,,20630907,20520101,20540309,20610929,20600202,20531110,20500307,,
,,20210626,20421002,,,20520202,,20600527,,,,,,,,20211105,,20631012,,,20410429,,,,,,20631012,20520131,20540501,20611003,20600203,20531225,20500406,,
,,20210627,20421024,,,20520404,,20600531,,,,,,,,20211112,,20631102,,,20410503,,,,,,20631102,20520201,20540504,20620208,20600204,20540101,20500413,,
,,20210703,20421112,,,20520419,,20600809,,,,,,,,20211119,,20631115,,,20410506,,,,,,20631115,20520202,20540511,20620209,20600227,20540202,20500414,,
,,20210704,20421113,,,20520422,,20600817,,,,,,,,20211126,,20631120,,,20410715,,,,,,20631120,20520205,20540612,20620210,20600405,20540209,20500415,,
,,20210705,20421124,,,20520501,,20601220,,,,,,,,20211203,,20631225,,,20410812,,,,,,20631225,20520206,20541104,20620301,20600406,20540210,20500502,,
,,20210710,20421127,,,20520506,,20601224,,,,,,,,20211210,,20631231,,,20410916,,,,,,20631231,20520404,20550101,20620501,20600430,20540501,20500505,,
,,20210711,20421225,,,20520701,,20610121,,,,,,,,20211217,,20640101,,,20410923,,,,,,20640101,20520405,20550104,20620505,20600603,20540511,20500606,,
,,20210717,20430126,,,20520909,,20610221,,,,,,,,20211224,,20640125,,,20411014,,,,,,20640125,20520501,20550105,20620516,20600604,20540522,20500701,,
,,20210718,20430219,,,20521001,,20610222,,,,,,,,20211231,,20640218,,,20411104,,,,,,20640218,20520603,20550106,20620531,20600909,20540716,20500802,,
,,20210724,20430223,,,20521030,,20610223,,,,,,,,20220107,,20640219,,,20411223,,,,,,20640219,20520909,20550107,20620606,20600910,20540805,20500812,,
,,20210725,20430309,,,20521225,,20610224,,,,,,,,20220114,,20640404,,,20411231,,,,,,20640404,20521001,20550108,20620815,20601011,20540831,20501024,,
,,20210731,20430326,,,20521226,,20610408,,,,,,,,20220121,,20640421,,,20420101,,,,,,20640421,20521002,20550222,20620918,20601231,20540916,20501205,,
,,20210801,20430327,,,20530101,,20610420,,,,,,,,20220128,,20640501,,,20420102,,,,,,20640501,20521003,20550223,20620919,20610120,20541014,20501212,,
,,20210807,20430401,,,20530219,,20610504,,,,,,,,20220204,,20640605,,,20420103,,,,,,20640605,20521004,20550308,20621003,20610121,20541030,20510102,,
,,20210808,20430410,,,20530220,,20610519,,,,,,,,20220211,,20640709,,,20420113,,,,,,20640709,20521007,20550503,20621009,20610124,20541225,20510227,,
,,20210814,20430414,,,20530221,,20610729,,,,,,,,20220218,,20641120,,,20420211,,,,,,20641120,20530101,20550504,20621220,20610125,20550101,20510406,,
,,20210815,20430417,,,20530403,,20610817,,,,,,,,20220225,,20641225,,,20420320,,,,,,20641225,20530218,20550510,20621225,20610228,20550128,20510413,,
,,20210821,20430422,,,20530404,,20620209,,,,,,,,20220304,,20641231,,,20420429,,,,,,20641231,20530219,20550614,20630101,20610401,20550129,20510414,,
,,20210822,20430501,,,20530407,,20620210,,,,,,,,20220311,,,,,20420505,,,,,,,20530220,20551104,20630129,20610404,20550201,20510501,,
,,20210828,20430811,,,20530501,,20620213,,,,,,,,20220318,,,,,20420506,,,,,,,20530221,20551105,20630130,20610502,20550210,20510505,,
,,20210829,20430907,,,20530526,,20620214,,,,,,,,20220325,,,,,20420721,,,,,,,20530224,20560103,20630131,20610622,20550415,20510524,,
,,20210904,20431002,,,20530620,,20620324,,,,,,,,20220401,,,,,20420811,,,,,,,20530404,20560104,20630301,20610928,20550428,20510724,,
,,20210905,20431013,,,20530701,,20620410,,,,,,,,20220408,,,,,20420915,,,,,,,20530501,20560105,20630501,20611010,20550429,20510814,,
,,20210906,20431102,,,20531001,,20620420,,,,,,,,20220415,,,,,20420923,,,,,,,20530502,20560106,20630507,20620102,20550511,20511023,,
,,20210911,20431113,,,20531020,,20620501,,,,,,,,20220422,,,,,20421013,,,,,,,20530620,20560107,20630606,20620208,20550705,20511205,,
