AdB,AeB,AmB,AnB,AtB,AuB,BAB,BMA,BRV,BbB,BcB,BdB,BeB,BfB,BkB,BkS,BmB,BmS,BoB,BrB,BtB,BxB,CBT,CMF,CMM,Ced,ChS,CnB,CoB,DEL,DbB,DoB,DrB,DuB,Ecl,FrB,FrS,GTB,GeB,HKB,HKS,HaB,HaS,HeB,HmB,HoB,IsB,IvB,JaB,JaS,JoB,KLB,KLS,KdQ,LIF,LaB,LbB,LmB,LnB,LsB,LxB,MCV,MdB,MeB,MiB,MnB,MnS,MoB,MwB,MxB,NBR,NSS,NYB,NYM,NYO,NYS,Ndq,OSA,OsB,PCB,PaB,PeB,PfS,PrB,RJB,RTB,RiB,RkB,RmB,SOF,SOM,SON,SPB,SaB,SeB,SeS,ShB,SiB,SiS,SoB,StB,SxB,SyB,SyF,SyS,SzB,TYO,Tgt,TkB,TpB,TpS,TrB,ViB,WaB,WeB,WeS,XBR,ZaB,ZuB
20571001,20460805,20620327,20540519,20421028,20421226,20300101,20550118,20441010,20550811,20480501,20430327,20311002,20380401,20270520,20390603,20210401,20460501,20300603,20410530,20420508,20491115,20431225,20490118,20681122,,20620529,20500425,20400511,20531127,20510611,20590318,20530804,20400330,,20431231,,20530101,20460503,20320101,20430701,20510209,20500128,20480619,20460618,20501227,20480715,20560403,20340501,20390124,20410924,20291105,20420204,20440815,20670530,20390124,20500411,20461224,20540327,20390222,20480525,20440414,20360410,20440314,20530602,20281130,20411204,20420404,20310612,20501102,20560421,,20460704,20620529,20650525,20610530,20610530,20400430,20470603,20520305,20420815,20570126,20670704,20481028,20451102,20470101,20661216,20450420,20620602,,20680501,,20380624,20420404,20361009,20440815,20390527,20440824,20580507,20410422,20450410,20490527,20441227,20680425,,20630101,,,20280103,20360128,20400208,20401112,20400106,20550503,20401226,20570102,20540209,20480622,20521225
20571225,20461009,20620427,20540715,20421225,20430101,20300304,20550215,20441012,20551004,20480525,20430330,20311003,20380405,20270603,20390705,20210402,20460815,20300624,20410531,20420829,20491130,20440101,20490215,20681225,,20620704,20500530,20400521,20531128,20510612,20590521,20531225,20400402,,20440101,,20530127,20460514,20320211,20430918,20510210,20500401,20481224,20460802,20510102,20480918,20560412,20340518,20390126,20411216,20291225,20420305,20441003,20670829,20390125,20500427,20461225,20540330,20390408,20480623,20440415,20360411,20440415,20530815,20281208,20411224,20420519,20310613,20501121,20560501,,20460903,20620704,20650703,20610704,20610704,20400503,20471224,20520306,20421111,20570305,20670905,20481117,20451115,20470304,20661219,20450501,20620629,,20680611,,20380709,20420501,20361225,20441003,20391003,20441020,20580603,20410501,20450501,20490607,20450102,20680611,,20630413,,,20280110,20360129,20400209,20401225,20400402,20550617,20410101,20570206,20540210,20480805,20521226
20571226,20461010,20620504,20540716,20421226,20430102,20300305,20550416,20441102,20551227,20480601,20430501,20311006,20380414,20270719,20390728,20210413,20460903,20300701,20410610,20420901,20491231,20440118,20490416,20690101,,20620904,20500613,20400605,20531225,20510816,20590522,20531226,20400507,,20440415,,20530219,20460801,20320212,20431001,20510213,20500502,20481225,20460803,20510126,20480921,20560417,20340530,20390325,20411225,20300101,20420501,20441004,20671226,20390126,20500502,20470101,20540504,20390425,20481225,20440530,20360501,20440418,20531208,20281225,20411225,20420624,20311103,20501212,20560601,,20461008,20620904,20650907,20610905,20610905,20400504,20471225,20520419,20421225,20570420,20671124,20481224,20451120,20470311,20661220,20450518,20620815,,20681003,,20380907,20420521,20370101,20441004,20391004,20441031,20580809,20410506,20450518,20490617,20450126,20681225,,20630416,,,20280211,20360130,20400210,20401226,20400501,20551101,20410102,20570420,20540327,20481118,20530101
20580101,20461011,20620515,20540717,20430101,20430126,20300402,20550531,20441111,20551228,20481130,20430518,20311007,20380417,20270728,20390812,20210414,20461002,20300807,20410815,20420915,20500221,20440215,20490531,,,20621123,20500801,20401224,20540101,20510817,20591218,20540101,20400604,,20440418,,20530404,20460906,20320213,20431012,20510214,20500503,20490101,20460903,20510213,20481029,20560501,20340601,20390406,20411226,20300121,20420505,20441005,20671227,20390201,20500815,20470411,20540525,20390609,20490101,20440704,20360502,20440425,20531225,20290101,20411230,20420701,20311104,20510206,20560907,,20461112,20621123,20651126,20611124,20611124,20400716,20471226,20520501,20421226,20570423,20671226,20481225,20451225,20470412,20670223,20450529,20621101,,20681224,,20381012,20420716,20370216,20441005,20391005,20441226,20581115,20410524,20450606,20491101,20450407,20681226,,20630507,,,20280223,20360131,20400213,20410101,20400510,20551111,20410121,20570423,20540421,20481225,20530102
20580128,20461031,20621225,20541029,20430106,20430206,20300418,20550705,20441115,20560103,20481201,20430820,20311008,20380423,20270812,20391013,20210421,20461008,20300819,20411101,20421117,20500222,20440415,20490705,,,20621225,20501003,20401225,20540119,20510906,20600101,20540126,20400806,,20440526,,20530407,20461225,20320326,20431225,20510215,20500902,20490106,20461112,20510313,20490101,20560511,20340602,20390408,20420101,20300122,20420602,20441006,20680102,20390406,20501031,20470412,20540831,20390610,20490416,20440905,20360515,20440613,20531226,20290213,20411231,20420901,20320101,20510320,20561012,,20461122,20621225,20651225,20611226,20611226,20400917,20480101,20521104,20430101,20570425,20680102,20490101,20451229,20470415,20670224,20450807,20621208,,20681225,,20381102,20420815,20370217,20441006,20391006,20450102,20581225,20410906,20450623,20491224,20450410,20690101,,20630509,,,20280320,20360201,20400214,20410218,20400521,20560106,20410206,20570425,20540501,20490101,20530404
20580311,20461202,20621226,20550101,20430316,20430327,20300419,20550906,20441124,20560126,20481225,20430821,20320101,20380501,20271013,20391024,20210501,20461011,20301014,20411111,20421224,20500408,20440530,20490906,,,20630101,20501226,20401226,20540327,20511116,20600210,20540327,20401029,,20440606,,20530519,20461226,20320329,20440101,20510420,20500905,20490416,20461225,20510331,20490423,20560522,20340817,20390519,20420321,20300201,20420901,20441230,20680420,20390502,20501101,20470501,20541225,20390613,20490419,20440916,20360725,20440930,20540101,20290215,20420101,20421013,20320102,20510330,20561102,,20461225,20630101,20660101,20620102,20620102,20401008,20480402,20521105,20430327,20570604,20680116,20490416,20460101,20470603,20670227,20451225,20621225,,20681226,,20381115,20420918,20370304,20441230,20391007,20450217,20590101,20410923,20451225,20491231,20450425,,,20630528,,,20280503,20360228,20400215,20410419,20400531,20560403,20410419,20570604,20540528,20490106,20530407
20580412,20461203,20630101,20550423,20430325,20430330,20300501,20551011,20441226,20560331,20490101,20431023,20320102,20380507,20271025,20391205,20210514,20461030,20301104,20411225,20421225,20500421,20440704,20491125,,,20630115,20501227,20401231,20540525,20511130,20600304,20540330,20401225,,20440616,,20530616,20461231,20320405,20440201,20510421,20510102,20490419,20461226,20510403,20490519,20560623,20341010,20390601,20420404,20300204,20420902,20450216,20680423,20390530,20501226,20470729,20541228,20390815,20490527,20441010,20360815,20441101,20540106,20290329,20420122,20421111,20320105,20510331,20561115,,20470101,20630115,20660118,20620116,20620116,20401123,20480403,20521111,20430330,20570924,20680220,20490419,20460205,20470701,20670922,20451226,20621226,,20681231,,20381231,20420919,20370501,20450216,20400102,20450407,20590212,20411224,20451226,20500106,20450612,,,20630827,,,20280504,20360229,20400216,20410520,20400815,20560501,20410422,20571022,20540907,20490419,20530501
20580415,20470101,20630413,20550428,20430501,20430427,20300617,20551111,20450102,20560403,20490423,20431224,20320210,20380902,20271206,20391212,20210526,20461109,20301111,20411226,20421226,20500609,20440905,20491224,,,20630219,20510102,20410101,20540703,20511202,20600307,20540504,20401226,,20441003,,20530707,20470101,20320517,20440202,20510501,20510209,20490527,20470101,20510404,20490701,20560807,20341211,20390817,20420407,20300205,20420916,20450217,20680507,20390531,20510102,20470830,20550101,20391005,20490607,20441102,20361110,20441226,20540330,20290330,20420225,20421225,20320106,20510501,20561225,,20470121,20630219,20660215,20620220,20620220,20401231,20480406,20521128,20430501,20571225,20680420,20490705,20460206,20470805,20671207,20460101,20630101,,20690101,,20390125,20421031,20370505,20450217,20400213,20450501,20590213,20411225,20460101,20500408,20450807,,,20631225,,,20280505,20360403,20400217,20410701,20401026,20560503,20410425,20571225,20541012,20490617,20530515
20580425,20470108,20630416,20550429,20430504,20430601,20300620,20551125,20450116,20560425,20490426,20431225,20320211,20380928,20271210,20400102,20210721,20461113,20301225,20420101,20430101,20500907,20441010,20500117,,,20630413,20510126,20410418,20540907,20511203,20600308,20540608,20401227,,20441226,,20531110,20470102,20320701,20440404,20510502,20510210,20490625,20470412,20510425,20490702,20560815,20341212,20390818,20420428,20300206,20420917,20450301,20680528,20390606,20510208,20471008,20550416,20391101,20490623,20441111,20361208,20441227,20540501,20290409,20420403,20421226,20320107,20511102,20570101,,20470218,20630413,20660409,20620324,20620324,20410101,20480501,20521209,20430507,20571226,20680528,20490706,20460323,20470806,20671208,20460322,20630416,,,,20390221,20421208,20370522,20450301,20400214,20450531,20590328,20411226,20460323,20500411,20451002,,,20631226,,,20280717,20360404,20400227,20410805,20401101,20560601,20410603,20571226,20541102,20490622,20530526
20580610,20470724,20630427,20550430,20430622,20431026,20300709,20551224,20450220,20560501,20490601,20440101,20320212,20381002,20271231,20400227,20210816,20461225,20301231,20420404,20430106,20501012,20441111,20500221,,,20630528,20510313,20410419,20541103,20520101,20600509,20540724,20410101,,20450407,,20531225,20470412,20320920,20440415,20510904,20510213,20491206,20470524,20510612,20490715,20560922,20341213,20391017,20420501,20300207,20420918,20450501,20680827,20390831,20510403,20471101,20550419,20391201,20491101,20441121,20361225,20450102,20540602,20290424,20420404,20430101,20320108,20511120,20570305,,20470527,20630528,20660531,20620529,20620529,20410102,20480514,20521225,20430508,20580101,20680704,20490928,20460423,20470807,20671211,20460323,20630425,,,,20390222,20421225,20370923,20450501,20400215,20450809,20590501,20420101,20460326,20500519,20451225,,,20640101,,,20280811,20360501,20400228,20410902,20401224,20560815,20411028,20580101,20541225,20490805,20530801
20581007,20470725,20630524,20550519,20431028,20431225,20300819,20560117,20450221,20560816,20490614,20440314,20320213,20381006,20280103,20400406,20210819,20470222,20310101,20420407,20430327,20501102,20441124,20500408,,,20630704,20510331,20410422,20541111,20520529,20600510,20540803,20410318,,20450410,,20531226,20470415,20321001,20440418,20510905,20510214,20491224,20470617,20511026,20490830,20561101,20341214,20391018,20420616,20300501,20421111,20450505,20681225,20390916,20510427,20471225,20550503,20391208,20500408,20441124,20370101,20450126,20541208,20290501,20420409,20430102,20320109,20511212,20570306,,20470704,20630704,20660705,20620704,20620704,20410103,20480525,20530101,20430518,20580128,20680903,20491028,20460501,20471021,20680212,20460326,20630501,,,,20390408,20421231,20370924,20450505,20400216,20450814,20590522,20420303,20460501,20500530,20451226,,,20640404,,,20280918,20360530,20400403,20411014,20401225,20561101,20411225,20580102,20541231,20491101,20531225
20581225,20470929,20630604,20550705,20431225,20431228,20301014,20560221,20450407,20561002,20491130,20440315,20320216,20381007,20280210,20400413,20210910,20470312,20310106,20420501,20430330,20501115,20441226,20500530,,,20630903,20510403,20410517,20541126,20520530,20600511,20541225,20410419,,20450501,,20540101,20470501,20321012,20440502,20520101,20510215,20500106,20470801,20511225,20490908,20561115,20341215,20391019,20420924,20300516,20421124,20450524,20681226,20391005,20510501,20480101,20550531,20400214,20500411,20441212,20370106,20450313,20541225,20290612,20420501,20430327,20320223,20511225,20570420,,20470902,20630903,20660906,20620904,20620904,20410114,20481224,20530109,20430714,20580304,20681122,20491117,20460524,20471225,20680213,20460419,20630629,,,,20390421,20430101,20370925,20450524,20400217,20451108,20590526,20420411,20460503,20500609,20460101,,,20640407,,,20280922,20361003,20400404,20411111,20401226,20561225,20411226,20580206,20550101,20491118,20531226
20581226,20470930,20631225,20550706,20440101,20440101,20301106,20560331,20450421,20561225,20491201,20440415,20320405,20381013,20280406,20400416,20211002,20470404,20310324,20420515,20430501,20501130,20450102,20500704,,,20631122,20510425,20410530,20541127,20520804,20601219,20541228,20410422,,20450518,,20540126,20470523,20321227,20440505,20520129,20510420,20500408,20470802,20511226,20490909,20561225,20341225,20391020,20421216,20300603,20421215,20450606,20690101,20391019,20510502,20480402,20550830,20400330,20500509,20441226,20370319,20450407,20550101,20290821,20420612,20430518,20320308,20520101,20570501,,20471014,20631122,20661125,20621123,20621123,20410211,20481225,20530217,20431111,20580412,20681225,20491224,20460907,20471226,20680214,20460501,20630815,,,,20390609,20430327,20371009,20450606,20400404,20451225,20591104,20420414,20460606,20501003,20460126,,,20640505,,,20281009,20361010,20400501,20411225,20410101,20561226,20420101,20580412,20550301,20500106,20540101
20590101,20471001,20631226,20550707,20440106,20440104,20301118,20560529,20450501,20561226,20500124,20440418,20320503,20381027,20280413,20400501,20211015,20470408,20310410,20420516,20430508,20501230,20450116,20500905,,,20631225,20510529,20410531,20541225,20520805,20610208,20550101,20410506,,20450529,,20540211,20470603,20330131,20440531,20520130,20510421,20500411,20470902,20520101,20490910,20570101,20341226,20391021,20421225,20300916,20421225,20450815,,20391020,20510815,20480403,20551227,20400425,20500519,20450102,20370402,20450410,20550106,20290827,20420821,20430624,20320503,20520205,20570621,,20471111,20631225,20661224,20621225,20621225,20410320,20490101,20530218,20431225,20580415,20690101,20500408,20461012,20480101,20680923,20460503,20631101,,,,20390907,20430501,20371225,20450815,20400430,20460101,20591225,20420501,20460622,20501101,20460323,,,20640509,,,20281103,20370101,20400614,20411226,20410422,20570101,20420102,20580415,20550302,20500411,20540102
20590127,20471020,20640101,20550708,20440307,20440201,20301225,20560704,20450529,20570101,20500415,20440606,20320614,20381028,20280414,20400504,20211019,20470412,20310411,20420526,20430901,20510213,20450220,20501124,,,20640101,20510612,20410605,20550101,20520806,20610221,20550126,20410603,,20450608,,20540327,20470801,20330201,20440701,20520131,20510501,20500519,20471111,20520126,20491029,20570405,20350101,20391226,20421226,20301225,20430101,20450925,,20391115,20511031,20480501,20551228,20400501,20500530,20450116,20370403,20450425,20550419,20291101,20420825,20430701,20320504,20520318,20570907,,20471128,20640101,20670117,20630101,20630101,20410429,20490415,20530219,20440101,20580425,,20500411,20461102,20480302,20681125,20460514,20631225,,,,20391012,20430521,20380101,20450925,20400501,20460206,20600101,20420506,20461224,20501226,20460326,,,20640526,,,20281123,20370102,20400615,20420101,20410501,20570423,20420120,20580425,20550416,20500530,20540327
20590310,20471130,20640404,20550715,20440325,20440208,20310101,20560904,20450608,20570126,20500418,20441031,20320920,20381030,20280501,20400525,20211104,20470501,20310501,20420721,20430915,20510214,20450529,20501226,,,20640121,20510807,20410610,20550118,20520826,20610222,20550416,20410805,,20451003,,20540330,20470905,20330202,20441006,20520201,20510502,20500624,20471225,20520212,20500519,20570423,20350208,20400314,20430101,20310101,20430126,20450926,,20391226,20511101,20480629,20560103,20400531,20500623,20450206,20370501,20450612,20550602,20291130,20420916,20430907,20320510,20520418,20571012,,20471225,20640121,20670221,20630115,20630115,20410503,20490416,20530404,20440415,20580603,,20500705,20461115,20480309,20681126,20460806,20631226,,,,20391102,20430629,20380203,20450926,20400614,20460207,20600202,20420526,20461225,20510106,20460425,,,20640825,,,20290101,20370213,20400920,20420217,20410530,20570501,20420206,20580603,20550421,20500609,20540330
20590328,20471202,20640407,20550830,20440422,20440415,20310224,20561009,20450704,20570420,20500601,20441101,20321001,20381101,20280504,20400604,20211105,20470725,20310526,20420815,20431117,20510331,20450704,20510102,,,20640218,20511002,20411224,20550416,20521104,20610223,20550419,20411028,,20451225,,20540518,20471225,20330404,20441226,20520202,20510904,20501206,20471226,20520311,20500620,20570501,20350219,20400330,20430327,20310123,20430202,20450927,,20391227,20511225,20480728,20560331,20400613,20500815,20450220,20370515,20450929,20551101,20291224,20421124,20431012,20320614,20520419,20571102,,20480101,20640218,20670401,20630219,20630219,20410506,20490419,20530501,20440418,20580930,,20500706,20461120,20480403,20681127,20461224,20640101,,,,20391115,20430716,20380204,20450927,20400615,20460323,20600203,20420908,20461226,20510331,20460611,,,20641225,,,20290102,20370216,20400921,20420404,20410610,20570503,20420404,20581028,20550617,20500622,20540501
