AdB,AeB,AmB,AnB,AtB,AuB,BAB,BbB,BcB,BdB,BeB,BfB,BkB,BkS,BMA,BmB,BmS,BoB,BrB,BtB,BxB,CBT,Ced,ChS,CMF,CnB,CoB,DbB,DEL,DoB,DrB,DuB,Ecl,FrB,GeB,GTB,HaB,HaS,HeB,HKB,HKS,HmB,HoB,IsB,JaB,JaS,JoB,KdQ,KLB,KLS,LaB,LbB,LIF,LmB,LnB,LsB,LxB,MdB,MeB,MiB,MnB,MnS,MoB,MwB,MxB,NBR,Ndq,NSS,NYB,NYM,NYO,NYS,OSA,OsB,PaB,PCB,PeB,PrB,RiB,RJB,RkB,RmB,RTB,SaB,SeB,SeS,ShB,SiB,SiS,SoB,SOF,SOM,SON,SPB,StB,SxB,SyB,SyF,SzB,Tgt,TkB,TpB,TpS,TrB,TYO,ViB,WaB,WeB,WeS,XBR,ZaB,ZuB
20490426,20370216,20500519,20460803,20340501,20350326,20250304,20470415,20430101,20360414,20261007,20341002,20221205,20360212,20470527,20170501,20401105,20251117,20330815,20350101,20430209,20470527,,20530217,20530217,20430803,20321224,20411224,20460323,20540511,20460326,20321228,,20360101,20380423,20451225,20450217,20440502,20400330,20260406,20380423,20380729,20440101,20401029,20290601,20350503,20340102,20381231,20250130,20371110,20341212,20410815,20570507,20381008,20440101,20311224,20420404,20291012,20360411,20431208,20240329,20370402,20341225,20260105,20420317,20480101,20520219,20580412,20371225,20530217,20560331,20520219,20350924,20390408,20341226,20451103,20490101,20401224,20550427,20390408,20371225,20530407,20410419,20350702,20301009,20381231,20341006,20351225,20500502,20330524,20661231,20610411,20661231,20320209,20361226,20420515,20360411,20580412,20531226,,20230717,20310228,20360124,20330701,,20320527,20451225,20330418,20490101,20460501,20400815,20421226
20490614,20370428,20500530,20460830,20340529,20350425,20250324,20470425,20430102,20360501,20270101,20341012,20221212,20360407,20470704,20170510,20401225,20251208,20331101,20350323,20430210,20470704,,20530404,20530404,20431005,20321231,20420101,20460528,20540512,20460425,20321229,,20360411,20380426,20451226,20450220,20440503,20400402,20260407,20380426,20380730,20440126,20401214,20290724,20350522,20340321,20390124,20250211,20371225,20341213,20411031,20570528,20381101,20440415,20311225,20420407,20291101,20360414,20431225,20240409,20370403,20341226,20260106,20420403,20480217,20520419,20580415,20380101,20530404,20560529,20520419,20351008,20390411,20350101,20451106,20490126,20401225,20550428,20390421,20380101,20530425,20410422,20350716,20301225,20390124,20350101,20360101,20500505,20330906,20670401,20610530,20670401,20320210,20361231,20420526,20360414,20580415,20540101,,20230811,20310403,20360125,20330801,,20321026,20451226,20330425,20490104,20460524,20401008,20430101
20491004,20370907,20501226,20461010,20340815,20350604,20250402,20470506,20430501,20360502,20270205,20341027,20230102,20360414,20470902,20170626,20410114,20251225,20331111,20350326,20430327,20470902,,20530526,20530526,20431225,20330414,20420304,20460704,20540715,20460507,20330103,,20360414,20380603,20460101,20450221,20440902,20400501,20260501,20380511,20380906,20440208,20401217,20290817,20350601,20340407,20390125,20250317,20380101,20341225,20411101,20570827,20381208,20440418,20320101,20420501,20291109,20360425,20440101,20240411,20370409,20350101,20260107,20420404,20480218,20520527,20580425,20380118,20530526,20560704,20520527,20351123,20390517,20350323,20451110,20490301,20401226,20550429,20390609,20380422,20530501,20410610,20350815,20310101,20390125,20350207,20360128,20500621,20330922,20670404,20611226,20670404,20320326,20370101,20420605,20360425,20580425,20540327,,20230918,20310404,20360128,20330905,,20321101,20460101,20330606,20490208,20460907,20401101,20430102
20491227,20371108,20510331,20461011,20341225,20351022,20250417,20470814,20430504,20360602,20270208,20341101,20230306,20360415,20471014,20170815,20410301,20251231,20331226,20350501,20430421,20471014,,20530704,20530704,20431228,20330415,20420715,20460903,20540716,20460611,20330317,,20360501,20380614,20460122,20450426,20450102,20400510,20260525,20380607,20381111,20440314,20410101,20291203,20350817,20340410,20390126,20250331,20380121,20350101,20411225,20571225,20390407,20440502,20320210,20420515,20291206,20360609,20440106,20240501,20370501,20350102,20260108,20420501,20480403,20520704,20580610,20380215,20530704,20560904,20520704,20351231,20390519,20350326,20451128,20490416,20410101,20550704,20390907,20380423,20530602,20410701,20350917,20310122,20390126,20350208,20360129,20500809,20331226,20671226,20620324,20671226,20320421,20370106,20421003,20360609,20580610,20540330,,20231009,20310501,20360129,20331010,,20321208,20460326,20331024,20490416,20461012,20401225,20430327
20491228,20371109,20510403,20461012,20341226,20351225,20250418,20471007,20430601,20360820,20270209,20341109,20230406,20360501,20471111,20170817,20410318,20260101,20340407,20350508,20430501,20471111,,20530901,20530901,20440101,20330418,20420915,20461106,20541217,20460727,20330415,,20360522,20380909,20460207,20450501,20450215,20400622,20260619,20380701,20381227,20440415,20410423,20291224,20351130,20340427,20390301,20250401,20380201,20350201,20411226,20571226,20390408,20440530,20320326,20420526,20291225,20360926,20440418,20240612,20370511,20350323,20260109,20420916,20480421,20520902,20581225,20380531,20530901,20561123,20520902,20360101,20390530,20350501,20451208,20490419,20410419,20550705,20391012,20380426,20530815,20410805,20350918,20310123,20390301,20350209,20360208,20500829,20331227,20680420,20620327,20680420,20320527,20370403,20421224,20360804,20581225,20540504,,20231103,20310623,20360130,20331111,,20321224,20460501,20331226,20490419,20461102,20401226,20430330
20500103,20371110,20510427,20461029,20350101,20351226,20250501,20471225,20430622,20361023,20270210,20341128,20230413,20360512,20471128,20170825,20410409,20260112,20340410,20350705,20430528,20471128,,20531127,20531127,20440126,20330513,20420916,20461112,20550209,20460806,20330418,,20360602,20381231,20460323,20450502,20450216,20401206,20260701,20380914,20381228,20440418,20410501,20291225,20351203,20340501,20390505,20250501,20380204,20350208,20420101,20580101,20390629,20440829,20320527,20420623,20300101,20361104,20440425,20240617,20370612,20350521,20260223,20421117,20480501,20521128,20581226,20380705,20531127,20561225,20521128,20360102,20391226,20350503,20451225,20490426,20410422,20550706,20391102,20380603,20531208,20410806,20350919,20310124,20390505,20350212,20360411,20501114,20331228,20680423,20620501,20680423,20320709,20370406,20421225,20361006,20581226,20540525,,20231123,20310624,20360131,20331226,,20330106,20460503,20331227,20490426,20461115,20410101,20430501
20500126,20371130,20510511,20470101,20350312,20360101,20250616,20471226,20431130,20361024,20270211,20341213,20230414,20360701,20471225,20170902,20410419,20260323,20340501,20350829,20430907,20471225,,20531225,20531225,20440314,20330526,20420917,20461122,20550307,20461225,20330502,,20360612,20390408,20460326,20450904,20450217,20401224,20261001,20381001,20390103,20440419,20410715,20300101,20351204,20340616,20390606,20250512,20380205,20350209,20420102,20580412,20390728,20441226,20320610,20420815,20300107,20361225,20440602,20240821,20370821,20350625,20260309,20421201,20480604,20521225,20590101,20380906,20531225,20570101,20521225,20360103,20400329,20350508,20460101,20490607,20410501,20550923,20391115,20380614,20531225,20410807,20351015,20310501,20390606,20350213,20360501,20501226,20340102,20680501,20620515,20680501,20320907,20370501,20421226,20361225,20590101,20540831,,20240101,20311001,20360201,20331227,,20330418,20460524,20340102,20490607,20461225,20410422,20430507
20500314,20371202,20510522,20470423,20350427,20360102,20250620,20480101,20431201,20361224,20270405,20341225,20230501,20360708,20480101,20170930,20410501,20260402,20340518,20351101,20431012,20480101,,20540101,20540101,20440415,20330527,20421122,20461123,20550428,20461226,20330606,,20361003,20390411,20460521,20460101,20450220,20401225,20261019,20381007,20390408,20440425,20410830,20300204,20351224,20340809,20390815,20250606,20380518,20350219,20420407,20580415,20390729,20441227,20321005,20421225,20300318,20361226,20440815,20240826,20370831,20350702,20260501,20421212,20480907,20530101,20590127,20381011,20540101,20570115,20530101,20360114,20400330,20350514,20460109,20490927,20410508,20560413,20391230,20380617,20531226,20411021,20351101,20310505,20390815,20350405,20361119,20510102,20340303,20681224,20621225,20681224,20321012,20370514,20421231,20361226,20590127,20541225,,20240102,20311010,20360228,20340102,,20330526,20460815,20340103,20491025,20461231,20410501,20430518
20500408,20371203,20511225,20470501,20350430,20360128,20250709,20480127,20431225,20361225,20270503,20350115,20230605,20360728,20480120,20171002,20410815,20260403,20340519,20351224,20431102,20480120,,20540119,20540119,20440418,20330606,20421123,20461225,20550429,20470101,20330801,,20361224,20390519,20460618,20460205,20450221,20401226,20261225,20381227,20390527,20440613,20410927,20300205,20351225,20340925,20391003,20250627,20380831,20350312,20420501,20580506,20390830,20450102,20321101,20421226,20300418,20370101,20441101,20241101,20371026,20350903,20260504,20421225,20481012,20530120,20590328,20381111,20540119,20570219,20530120,20360211,20400402,20350815,20460205,20491227,20410705,20560416,20400120,20380802,20540101,20411225,20351102,20310528,20391003,20350406,20361225,20510213,20340407,20681225,20621226,20681225,20321102,20370619,20430101,20370101,20590328,20541228,,20240103,20320101,20360229,20340220,,20330606,20461101,20340123,20491227,20470101,20410620,20431225
20500411,20380116,20511226,20470715,20350501,20360206,20250818,20480403,20440101,20361226,20270609,20350126,20230728,20360812,20480217,20171019,20410830,20260501,20340529,20351225,20431130,20480217,,20540216,20540216,20440425,20331226,20421124,20470101,20550704,20470128,20331031,,20361225,20390530,20460702,20460206,20450426,20410101,20270101,20390124,20390620,20441020,20411029,20300206,20351231,20341225,20391004,20250901,20380916,20350501,20420502,20580527,20391101,20450407,20321201,20430101,20300419,20370126,20441208,20241224,20371109,20351008,20260511,20430101,20481102,20530217,20590331,20381125,20540216,20570420,20530217,20360320,20400501,20351101,20460206,20491228,20411028,20560417,20400213,20381224,20540106,20411226,20351225,20310606,20391004,20350430,20370101,20510331,20340410,20681226,20630101,20681226,20321115,20371224,20430106,20370126,20590331,20550101,,20240108,20320102,20360403,20340407,,20330616,20461225,20340206,20491228,20470225,20410625,20440101
20500425,20380117,20520101,20470724,20350618,20360411,20251013,20480406,20440425,20370101,20270915,20350219,20230801,20361013,20480525,20171020,20410927,20260518,20340721,20351226,20431225,20480525,,20540327,20540327,20440530,20340406,20421130,20470121,20550705,20470412,20331226,,20361226,20390801,20461112,20460207,20450501,20410419,20270208,20390125,20390728,20441226,20411204,20300207,20360101,20341226,20391005,20250905,20381027,20350521,20420625,20580826,20391208,20450410,20321208,20430327,20300501,20370309,20441226,20241225,20371130,20351112,20260612,20430202,20481225,20530404,20590425,20390117,20540327,20570528,20530404,20360429,20400510,20351225,20460207,20500103,20411224,20560622,20400214,20390407,20540330,20420101,20351231,20310815,20391005,20350501,20370127,20510501,20340501,20681231,20630413,20681231,20321231,20371225,20430327,20370403,20590425,20550416,,20240212,20320209,20360404,20340522,,20330815,20461226,20340407,20500103,20470226,20410805,20440415
20500613,20380417,20520419,20470725,20350815,20360414,20251106,20480504,20440601,20370102,20271001,20350308,20230814,20361023,20480703,20171104,20411002,20260608,20340815,20360101,20431231,20480703,,20540525,20540525,20440613,20340407,20421202,20470412,20550706,20470415,20331227,,20361231,20390908,20461225,20460208,20450502,20410422,20270209,20390126,20390729,20441227,20411205,20300403,20360128,20350101,20391230,20250916,20381029,20350522,20420815,20581225,20400329,20450501,20321224,20430330,20300502,20370403,20450106,20241230,20371208,20351225,20261104,20430316,20490101,20530526,20590609,20390221,20540525,20570704,20530526,20360505,20400517,20351226,20460323,20500126,20411225,20560625,20400330,20390408,20540501,20420303,20360101,20310930,20391230,20350611,20370216,20510524,20340508,,20630416,,20330125,20371231,20430330,20370406,20590609,20550419,,20240223,20320210,20360501,20340703,,20331026,20470101,20340410,20500104,20470412,20410815,20440418
20501003,20380828,20520422,20470726,20351225,20360425,20251124,20480812,20440613,20370403,20271004,20350321,20231013,20361205,20480907,20171201,20411108,20260615,20341101,20360411,20440101,20480907,,20540703,20540703,20440801,20340410,20421203,20470527,20551219,20470425,20331228,,20370101,20391226,20461226,20460209,20450904,20410501,20270326,20390405,20390905,20450102,20411206,20300419,20360208,20350321,20400213,20251020,20390105,20350530,20421031,20581226,20400330,20450529,20330301,20430501,20300515,20370406,20450410,20241231,20371224,20351226,20270101,20430326,20490301,20530704,20591225,20390530,20540703,20570903,20530704,20360506,20400521,20360101,20460501,20500307,20411226,20560626,20400423,20390411,20540602,20420310,20360411,20311001,20400213,20350917,20370217,20510809,20340524,,20630501,,20330228,20380101,20430501,20370608,20591225,20550503,,20240320,20320211,20360530,20340807,,20331101,20470415,20340425,20500207,20470501,20411008,20440526
20501226,20381030,20520530,20470830,20351226,20360602,20251208,20481005,20440815,20370406,20271005,20350323,20231023,20361210,20481012,20171225,20411205,20260629,20341225,20360414,20440229,20481012,,20540907,20540907,20441003,20340505,20421214,20470704,20560208,20470506,20340102,,20370403,20400102,20470101,20460416,20460101,20410530,20270329,20390408,20391111,20450126,20420101,20300501,20360228,20350323,20400214,20251225,20390124,20350531,20421225,20590101,20400501,20450828,20330415,20430507,20300815,20370608,20450425,20250101,20371225,20360101,20270104,20430327,20490302,20530901,20591226,20390704,20540907,20571122,20530901,20360721,20401224,20360411,20461105,20500408,20420101,20560924,20400501,20390421,20540629,20420404,20360501,20311002,20400214,20351001,20370403,20510817,20340906,,20630604,,20330301,20380106,20430507,20370803,20591226,20550531,,20240429,20320212,20361003,20340904,,20331208,20470501,20340605,20500408,20470613,20411101,20440606
20501227,20381031,20520610,20470930,20360101,20361027,20251225,20481225,20441130,20370501,20271006,20350402,20231205,20361231,20481111,20180126,20411225,20260720,20341226,20360501,20440301,20481111,,20541126,20541126,20441226,20340518,20430101,20470902,20560305,20470610,20340317,,20370406,20400330,20470128,20460430,20460205,20410621,20270405,20390411,20391226,20450213,20420423,20300517,20360328,20350326,20400301,20260101,20390125,20350831,20421226,20590328,20400629,20451225,20330425,20430518,20301101,20370925,20450501,20250129,20371230,20360102,20270105,20430501,20490416,20531127,20600101,20390905,20541126,20571225,20531127,20360811,20401225,20360414,20461128,20500411,20420404,20570404,20400531,20390519,20541208,20420407,20360521,20311003,20400301,20351002,20370501,20511102,20340922,,20631224,,20330415,20380423,20430518,20371005,20600101,20550830,,20240503,20320213,20361010,20341009,,20331226,20470503,20341023,20500411,20471115,20411225,20440801
20510102,20381130,20521225,20471001,20360303,20361225,20251226,20481228,20441201,20370525,20271007,20350409,20231211,20370101,20481126,20180213,20420103,20260807,20350101,20360508,20440415,20481126,,20541225,20541225,20441227,20340519,20430222,20471111,20560416,20470726,20340407,,20370501,20400402,20470227,20460501,20460206,20411206,20270513,20390502,20391227,20450313,20420501,20300530,20360411,20350427,20400411,20260202,20390126,20350917,20430101,20590331,20400830,20451226,20330610,20430623,20301206,20371103,20450602,20250331,20371231,20360411,20270106,20430916,20490421,20531225,20600126,20391010,20541225,20580101,20531225,20360915,20401226,20360501,20461225,20500425,20420407,20570405,20400907,20390530,20541225,20420526,20360716,20311009,20400411,20351003,20370529,20511225,20341225,,20631225,,20330421,20380426,20430528,20371225,20600126,20551227,,20240506,20320227,20370101,20341113,,20340106,20470613,20341225,20500425,20471225,20411226,20441226
20510126,20381202,20521226,20471002,20360325,20361226,20260101,20490101,20441226,20370820,20280103,20350420,20240101,20370102,20481225,20180219,20420218,20260817,20350323,20360829,20440421,20481225,,20550101,20550101,20450102,20340529,20430704,20471128,20560417,20470805,20340410,,20370514,20400501,20470412,20460903,20460207,20411224,20270609,20390527,20400102,20450407,20420519,20301225,20360501,20350501,20400501,20260203,20390201,20351030,20430102,20590505,20401008,20460101,20330613,20431225,20301225,20371225,20450815,20250409,20380101,20360519,20270107,20431102,20490617,20540101,20600416,20391111,20550101,20580121,20540101,20360922,20410101,20360508,20470101,20500606,20420501,20570408,20401012,20390617,20550101,20420630,20360815,20311225,20400501,20351004,20370810,20520101,20341226,,20631226,,20330616,20380603,20431224,20371228,20600416,20551228,,20240715,20320405,20370102,20341225,,20340410,20470815,20341226,20500606,20471231,20420101,20450102
20510313,20390101,20530101,20471003,20360418,20370101,20260216,20490126,20450102,20370821,20280125,20350501,20240102,20370302,20490101,20180302,20420307,20261012,20350326,20360901,20440616,20490101,,20550118,20550118,20450126,20340605,20430905,20471129,20560418,20471225,20340501,,20370525,20400510,20470415,20470101,20460208,20411225,20270701,20390701,20400330,20450410,20420715,20301226,20360509,20350809,20400507,20260217,20390208,20351203,20430330,20590526,20401101,20460323,20330616,20440101,20310101,20371228,20451101,20250417,20380115,20360624,20270108,20431116,20490907,20540119,20600419,20391124,20550118,20580218,20540119,20361013,20410418,20360522,20470109,20500926,20420508,20570611,20401102,20390801,20550106,20420804,20360918,20320101,20400507,20351005,20371106,20520201,20341227,,20631231,,20330907,20380625,20431225,20380101,20600419,20560103,,20240812,20320406,20370211,20341226,,20340501,20471101,20350101,20501024,20480101,20420106,20450407
20510331,20390104,20530404,20471029,20360421,20370102,20260217,20490416,20450124,20371023,20280126,20350510,20240226,20370406,20490118,20180329,20420403,20261102,20350501,20360915,20440907,20490118,,20550215,20550215,20450313,20341225,20430906,20471225,20560622,20471226,20340605,,20370604,20400521,20470520,20470124,20460209,20411226,20270916,20391003,20400525,20450411,20420916,20310101,20360522,20350924,20400518,20260218,20390406,20351225,20430427,20590825,20401225,20460326,20330815,20440415,20310106,20380101,20451208,20250418,20380204,20360701,20270222,20431225,20491012,20540216,20600426,20391226,20550215,20580412,20540216,20361103,20410419,20360602,20470225,20501226,20421028,20570612,20401115,20391226,20550419,20420805,20360919,20320210,20400518,20351231,20371109,20520202,20350101,,20640101,,20331012,20381224,20431231,20380126,20600426,20560331,,20240916,20320430,20370212,20350101,,20340518,20471111,20350102,20501226,20480217,20420407,20450410
20510403,20390105,20530407,20480101,20360501,20370126,20260324,20490419,20450410,20371224,20280127,20350521,20240408,20370413,20490215,20180330,20420404,20261116,20350503,20361117,20441012,20490215,,20550416,20550416,20450407,20341226,20431111,20480101,20560625,20480101,20340807,,20371224,20400801,20470617,20470125,20460416,20420101,20271001,20391026,20400618,20450425,20420917,20310123,20360918,20351217,20400606,20260320,20390502,20360101,20430501,20591225,20410101,20460507,20331005,20440418,20310410,20380126,20451225,20250501,20380409,20360901,20270223,20440101,20491102,20540327,20600614,20400102,20550416,20580527,20540327,20361124,20410422,20360714,20470226,20501227,20421117,20570613,20401120,20400329,20550602,20420806,20361031,20320211,20400606,20360101,20371225,20520419,20350305,,20640404,,20331102,20381231,20440101,20380423,20600614,20560403,,20240923,20320611,20370213,20350219,,20340529,20471225,20350122,20501227,20480218,20420501,20450501
20510425,20390106,20530515,20480423,20360609,20370206,20260402,20490426,20450501,20371225,20280128,20350815,20240415,20370414,20490416,20180402,20420414,20261208,20350504,20361224,20441102,20490416,,20550531,20550531,20450410,20350101,20431112,20480120,20560626,20480127,20341030,,20371225,20400906,20470701,20470128,20460430,20420106,20271008,20391226,20400802,20450612,20420918,20310124,20361118,20351225,20400815,20260501,20390831,20360128,20430625,20591226,20410418,20460528,20331101,20440526,20310411,20380308,20451226,20250512,20380422,20361013,20270308,20440201,20491115,20540525,20601227,20400116,20550531,20580704,20540525,20361231,20410501,20360815,20470227,20510102,20421224,20570923,20401225,20400330,20550629,20421020,20361208,20320212,20400815,20360128,20380101,20520501,20350427,,20640407,,20331115,20390106,20440106,20380426,20601227,20560501,,20241014,20320920,20370216,20350323,,20340608,20471226,20350206,20510102,20480403,20420605,20450518
20510612,20390126,20530526,20480501,20360815,20370403,20260403,20490503,20450529,20380101,20280131,20350905,20240416,20370415,20490531,20180430,20420501,20261225,20350514,20361225,20441115,20490531,,20550705,20550705,20450425,20350322,20431130,20480403,20560627,20480403,20341225,,20371231,20401225,20471111,20470129,20460501,20420404,20271227,20391227,20400803,20451026,20421029,20310127,20361119,20351226,20400920,20260527,20390916,20360129,20431225,20600101,20410419,20460827,20331201,20440606,20310501,20380423,20460101,20250606,20380423,20361111,20270503,20440321,20500221,20540703,20601228,20400220,20550705,20580902,20540703,20370101,20410517,20361111,20470412,20510126,20421225,20580324,20401231,20400402,20551101,20421225,20361225,20320301,20400920,20360129,20380204,20520513,20350430,,20640501,,20331230,20390408,20440415,20380427,20601228,20560509,,20241104,20321011,20370217,20350521,,20340815,20480101,20350323,20510103,20480421,20420625,20450529
20511002,20390406,20531225,20480519,20361028,20370406,20260501,20490811,20450601,20380315,20280403,20351001,20240501,20370501,20490705,20180501,20420815,20261231,20350815,20361226,20441130,20490705,,20550906,20550906,20450529,20350323,20431202,20480525,20561218,20480406,20341226,,20380101,20401226,20471225,20470130,20460903,20420407,20280126,20400102,20400903,20451225,20421124,20310128,20361120,20360101,20400921,20260616,20391005,20360201,20440101,20600416,20410501,20461225,20331208,20440623,20310502,20380426,20460326,20250612,20380830,20361225,20270504,20440414,20500222,20540907,20610103,20400528,20550906,20581128,20540907,20370102,20410530,20361225,20470501,20510306,20421226,20580325,20410101,20400419,20551208,20421226,20361231,20320303,20400921,20360130,20380205,20520530,20350501,,20640526,,20340125,20390411,20440418,20380614,20610103,20560529,,20241231,20321231,20370218,20350702,,20341026,20480106,20350326,20510206,20480501,20420805,20450801
20511225,20390817,20531226,20480713,20361225,20370427,20260525,20491004,20450815,20380423,20280404,20351002,20240522,20370529,20490906,20180616,20420916,20270101,20351101,20370101,20441230,20490906,,20551125,20551125,20450612,20350326,20431203,20480703,20570213,20480504,20341227,,20380423,20401231,20471226,20470404,20461231,20420501,20280127,20400213,20401112,20451226,20421125,20310324,20361121,20360321,20401003,20260825,20391019,20360208,20440208,20600419,20410729,20461226,20340221,20440815,20310515,20380427,20460425,20250821,20381029,20361226,20270510,20440415,20500408,20541126,20610126,20400704,20551125,20581225,20541126,20370112,20410610,20361226,20471104,20510331,20430101,20580326,20410304,20400501,20560106,20430101,20370101,20320414,20401003,20360131,20380423,20520805,20350507,,20641224,,20340220,20390519,20440526,20380802,20610126,20560828,,20250101,20330131,20370227,20350806,,20341101,20480406,20350425,20510331,20480604,20420815,20451225
20511226,20391019,20540101,20480714,20361226,20370601,20260615,20491227,20451130,20380426,20280501,20351011,20240701,20370701,20491011,20180815,20420918,20270111,20351225,20370106,20450220,20491011,,20551224,20551224,20450807,20350420,20440211,20480907,20570304,20480608,20350101,,20380426,20410101,20480101,20470405,20470101,20420515,20280128,20400214,20401225,20460101,20421126,20310403,20361225,20360411,20401009,20260831,20391020,20360229,20440418,20600503,20410830,20470101,20340407,20441101,20310725,20380614,20460501,20250825,20381101,20370101,20270614,20440916,20500421,20541225,20610408,20400903,20551224,20590101,20541225,20370211,20411224,20370101,20471105,20510403,20430327,20580530,20410305,20400510,20560403,20430302,20370403,20320505,20401009,20360201,20380518,20520809,20350524,,20641225,,20340221,20390606,20440606,20381004,20610408,20561225,,20250102,20330201,20370402,20350903,,20341208,20480501,20350604,20510403,20480907,20421008,20451226
20520101,20391020,20540327,20480715,20370101,20371026,20260709,20491228,20451201,20380614,20280529,20351017,20240722,20370727,20491111,20180817,20421002,20270322,20351226,20370403,20450221,20491111,,20560117,20560117,20451002,20350503,20440623,20481103,20570405,20480724,20350319,,20380603,20410102,20480127,20470429,20470124,20420620,20280404,20400215,20401226,20460126,20430101,20310411,20361226,20360414,20401225,20260916,20391115,20360501,20440427,20600531,20411008,20470412,20340425,20441226,20310815,20380924,20460815,20251027,20381130,20370102,20271104,20441102,20500609,20550101,20610411,20401008,20560117,20590120,20550101,20370223,20411225,20370403,20471111,20510425,20430330,20580602,20410419,20400521,20560425,20430309,20370501,20320920,20401225,20360404,20380809,20521021,20350906,,20641226,,20340407,20390624,20440616,20381227,20610411,20561226,,20250103,20330202,20370403,20351008,,20341225,20480604,20351022,20510425,20481012,20421225,20460101
20520126,20391130,20540330,20480918,20370106,20371225,20260817,20500103,20451225,20380820,20281002,20351030,20240729,20370728,20491125,20180822,20421024,20270325,20360101,20370406,20450407,20491125,,20560221,20560221,20451225,20350504,20440824,20481111,20570408,20480803,20350323,,20380614,20410419,20480219,20470430,20470125,20421224,20280414,20400330,20410101,20460212,20430423,20310423,20361231,20360428,20401231,20261109,20391226,20360509,20440502,20600830,20411101,20470415,20340501,20450407,20311110,20381102,20461101,20251208,20381208,20370403,20271105,20441121,20500907,20550118,20610425,20401112,20560221,20590217,20550118,20370320,20411226,20370406,20471128,20510605,20430501,20580603,20410423,20400806,20560501,20430327,20370521,20320921,20401231,20360501,20381027,20521225,20350924,,20641231,,20340421,20391226,20441003,20381228,20610425,20570101,,20250113,20330203,20370501,20351112,,20341226,20481111,20351225,20510605,20481102,20421226,20460102
20520311,20391203,20540427,20480921,20370216,20371228,20261012,20500126,20451226,20381101,20281003,20351031,20240812,20370812,20491224,20180913,20421113,20270326,20360411,20370501,20450421,20491224,,20560331,20560331,20451226,20350514,20440825,20481126,20570409,20481225,20350326,,20380624,20410422,20480403,20470501,20470128,20421225,20280417,20400402,20410419,20460312,20430501,20310501,20370101,20360501,20410101,20261225,20391227,20360530,20440815,20601227,20411225,20470506,20340608,20450410,20311208,20381227,20461225,20251224,20381224,20370518,20280103,20441212,20501012,20550215,20610613,20401122,20560331,20590328,20550215,20370429,20420101,20370501,20471209,20510925,20430508,20580923,20410501,20401224,20560602,20430330,20370629,20330131,20410101,20360502,20381029,20530101,20351224,,20650101,,20340501,20400106,20441101,20390103,20610613,20570420,,20250211,20330204,20370618,20351225,,20350101,20481225,20351226,20511023,20481225,20430101,20460323
20520419,20391225,20540507,20481029,20370325,20380101,20261106,20500408,20460101,20381224,20281004,20351101,20241014,20371013,20500117,20180920,20421124,20270510,20360414,20370508,20450501,20500117,,20560529,20560529,20460101,20350605,20441030,20481127,20570611,20481228,20350507,,20381224,20410501,20480406,20470902,20470129,20421226,20280501,20400404,20410531,20460323,20430519,20310507,20370126,20360616,20410131,20270101,20400102,20360901,20441031,20601228,20420101,20470527,20340613,20450501,20311225,20381228,20461226,20251225,20381230,20370624,20280104,20450206,20501102,20550416,20611226,20401225,20560529,20590526,20550416,20370504,20420403,20370508,20471225,20511225,20430706,20590313,20410620,20401225,20560629,20430518,20370716,20330201,20410131,20360530,20390105,20530219,20351225,,20650327,,20340608,20400330,20441226,20390126,20611226,20570423,,20250224,20330228,20370619,20351226,,20350326,20490101,20360101,20511225,20481231,20430106,20460326
20520422,20391226,20540518,20490101,20370403,20380104,20261123,20500411,20460102,20390314,20281005,20351225,20241023,20371023,20500221,20181002,20421127,20270531,20360501,20370901,20450608,20500221,,20560704,20560704,20460126,20351224,20441031,20481225,20570612,20490101,20350604,,20381231,20410530,20480518,20480101,20470130,20430101,20280502,20400501,20410617,20460326,20430715,20310522,20370127,20360924,20410201,20270122,20400116,20360916,20441101,20610103,20420403,20470826,20340815,20450518,20320101,20390103,20470101,20251226,20381231,20370701,20280105,20450320,20501115,20550531,20611227,20410101,20560704,20590704,20550531,20370505,20420404,20370514,20480101,20511226,20430928,20590316,20411115,20401226,20560815,20430629,20370918,20330202,20410201,20361001,20390124,20530220,20351226,,20650330,,20340907,20400402,20450106,20390408,20611227,20570507,,20250320,20330404,20370924,20360101,,20350501,20490106,20360102,20511226,20490101,20430330,20460501
20520425,20391227,20541225,20490423,20370406,20380201,20261208,20500425,20460124,20390315,20281006,20360115,20241205,20371207,20500408,20181018,20421224,20270607,20360522,20370915,20450907,20500408,,20560904,20560904,20460312,20351225,20441101,20490101,20570613,20490126,20350806,,20390408,20410610,20480615,20480212,20470404,20430106,20280529,20400518,20410801,20460327,20430907,20310702,20370216,20361216,20410301,20270201,20400130,20361106,20441226,20610408,20420404,20471225,20341005,20450529,20320106,20390126,20470415,20251230,20390105,20370907,20280106,20450406,20510213,20550705,20620102,20410121,20560904,20590901,20550705,20370506,20420407,20370525,20480109,20520101,20431028,20590317,20411120,20410101,20561101,20430803,20371012,20330301,20410301,20361002,20390125,20530404,20351231,,20650501,,20341012,20400501,20450407,20390411,20620102,20570509,,20250429,20330405,20370925,20360218,,20350503,20490419,20360121,20520101,20490301,20430501,20460503
